source,brand,month,season_code,account,gender,category,sub_category,sub2,item_keyword,item_display,silhouette,wash,material_hints,dominant_colors,pattern,trend_strength,details,visibility_score,confidence,images,dedup_hash,schema_version,v2_category,base_garment,attributes,trend_tags,legacy_sub2,visibility_axes,raw_visual_terms,needs_review,review_reasons,garment_id
instagram,HYPE STREET,2025-12,2526FW,39.cho,Men,Bottom,Denim,Wide Denim,Jeans,Jeans,,Light,"[""Denim""]","[""Blue""]",Solid,5,"{""fit"": ""Wide"", ""material"": ""Denim"", ""pattern"": ""Solid"", ""leg_shape"": ""Straight"", ""waist_rise"": ""Mid"", ""hem_length"": ""Full"", ""functional_style"": ""Basic"", ""hem_style"": ""Open"", ""wash"": ""Light""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20251206_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20251206_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20251206_0.jpg""}]",d8c2732d1e9a99e1_3,2.0.0,Bottom,Jeans,"{""fit_ease"": ""Baggy"", ""material"": ""Denim"", ""fabric_structure"": ""Woven"", ""pattern"": ""Solid"", ""color_family"": ""Blue"", ""leg_width"": ""Wide"", ""leg_shape_family"": ""Straight-leg"", ""leg_shape_term"": ""Straight"", ""rise"": ""Mid"", ""bottom_length"": ""Full"", ""functional_style"": ""Basic"", ""hem_style"": ""Open"", ""wash"": ""Light""}",[],Wide Denim,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Partially Visible"", ""full_leg"": ""Visible"", ""hem"": ""Visible""}","[""light wash jeans"", ""baggy fit"", ""wide leg""]",,[],g4
instagram,HYPE STREET,2025-12,2526FW,39.cho,Men,Shoes,,Other Shoes,Other Shoes,Other Shoes,,,"[""Suede""]","[""Beige""]",,5,"{""material"": ""Suede"", ""toe_style"": ""Round""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20251206_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20251206_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20251206_0.jpg""}]",d8c2732d1e9a99e1_4,2.0.0,Shoes,Other Shoes,"{""material"": ""Suede"", ""color_family"": ""Beige"", ""toe_style"": ""Round""}",[],Other Shoes,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""tan work boots"", ""lace-up boots""]",,[],g5
instagram,HYPE STREET,2025-12,2526FW,39.cho,Men,ACC,,Sunglasses,Sunglasses,Sunglasses,,,[],"[""Orange""]",,5,{},10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20251206_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20251206_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20251206_0.jpg""}]",d8c2732d1e9a99e1_5,2.0.0,Accessory,Sunglasses,"{""color_family"": ""Orange""}",[],Sunglasses,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""tinted sunglasses"", ""small frame""]",,[],g6
instagram,HYPE STREET,2025-12,2526FW,39.cho,Men,Bag,Crossbody Bag,Sling Bag,Bag,Bag,,,[],"[""Multi""]",Graphic,5,"{""bag_type"": ""Sling"", ""bag_size"": ""Medium"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""Balanced"", ""bag_geometry"": ""Rectangular"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Webbing"", ""bag_surface"": ""Pattern"", ""pattern"": ""Graphic"", ""carry_method"": [""Crossbody""]}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20251206_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20251206_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20251206_0.jpg""}]",d8c2732d1e9a99e1_6,2.0.0,Bag,Bag,"{""bag_type"": ""Sling"", ""carry_methods"": [""Crossbody""], ""bag_size"": ""Medium"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""Balanced"", ""bag_geometry"": ""Rectangular"", ""bag_closure"": ""Zipper"", ""strap_style"": ""Webbing"", ""bag_surface"": ""Pattern"", ""pattern"": ""Graphic"", ""color_family"": ""Multi""}",[],Sling Bag,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""red and white star bag"", ""crossbody bag"", ""sling bag""]",,[],g7
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,Hat,,Beanie,Beanie,Beanie,,,[],"[""Black""]",,5,{},10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260110_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260110_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260110_0.jpg""}]",8bfd2a03876be0e4_0,2.0.0,Headwear,Beanie,"{""color_family"": ""Black""}",[],Beanie,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black beanie""]",,[],g1
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,ACC,,Necklace,Necklace,Necklace,,,[],"[""Metallic""]",,5,{},7,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260110_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260110_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260110_0.jpg""}]",8bfd2a03876be0e4_5,2.0.0,Accessory,Necklace,"{""color_family"": ""Metallic""}",[],Necklace,"{""overall"": 0.7, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""beaded necklace"", ""silver beads""]",,[],g6
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,ACC,,Other Accessory,Other Accessory,Other Accessory,,,[],"[""Metallic""]",,5,{},10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260110_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260110_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260110_0.jpg""}]",8bfd2a03876be0e4_6,2.0.0,Accessory,Other Accessory,"{""color_family"": ""Metallic""}",[],Other Accessory,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""star stud earring""]",,[],g7
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,ACC,,Necklace,Necklace,Necklace,,,[],"[""White""]",,5,{},10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260110_1.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260110_1.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260110_1.jpg""}]",a5d696985993661e_2,2.0.0,Accessory,Necklace,"{""color_family"": ""White""}",[],Necklace,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Visible"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""white beaded necklace"", ""silver necklace""]",,[],g3
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,Bag,Tote bag,Tote Bag,Bag,Bag,,,[],"[""Pink""]",Lettering,5,"{""bag_type"": ""Tote"", ""bag_size"": ""Medium"", ""pattern"": ""Lettering"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""North-South"", ""carry_method"": [""Handheld""]}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260110_1.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260110_1.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260110_1.jpg""}]",a5d696985993661e_5,2.0.0,Bag,Bag,"{""bag_type"": ""Tote"", ""carry_methods"": [""Handheld""], ""bag_size"": ""Medium"", ""color_family"": ""Pink"", ""pattern"": ""Lettering"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""North-South""}",[],Tote Bag,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""pink tote bag"", ""graphic tote bag""]",,[],g6
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,Shoes,,Chunky Boots,Chunky Boots,Chunky Boots,,,[],"[""Black""]",,5,"{""toe_style"": ""Round""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260110_2.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260110_2.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260110_2.jpg""}]",e7c8cf696a63aa08_3,2.0.0,Shoes,Chunky Boots,"{""color_family"": ""Black"", ""toe_style"": ""Round""}",[],Chunky Boots,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black chunky boots"", ""thick sole""]",,[],g4
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,Hat,,Baseball Cap,Baseball Cap,Baseball Cap,,,"[""Other""]","[""Blue""]",,5,"{""material"": ""Other""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260110_7.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260110_7.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260110_7.jpg""}]",ecd3a11e86a8d1ad_0,2.0.0,Headwear,Baseball Cap,"{""color_family"": ""Blue"", ""material"": ""Other""}",[],Baseball Cap,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""blue cap""]",,[],g1
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,Hat,,Baseball Cap,Baseball Cap,Baseball Cap,,,[],"[""Brown""]",,5,{},10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260116_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260116_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260116_0.jpg""}]",9694fc6c652670d9_0,2.0.0,Headwear,Baseball Cap,"{""color_family"": ""Brown""}",[],Baseball Cap,"{""overall"": 1.0}","[""khaki cap"", ""baseball cap""]",,[],g1
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,Bottom,Pants,Wide Cotton Pants,Pants,Pants,,,[],"[""Green""]",,5,"{""fit"": ""Wide"", ""hem_length"": ""Full""}",9,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260116_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260116_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260116_0.jpg""}]",9694fc6c652670d9_3,2.0.0,Bottom,Pants,"{""fit_ease"": ""Relaxed"", ""color_family"": ""Green"", ""leg_width"": ""Wide"", ""leg_shape_family"": ""Straight-leg"", ""bottom_length"": ""Full""}",[],Wide Cotton Pants,"{""overall"": 0.9, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Partially Visible"", ""full_leg"": ""Visible"", ""hem"": ""Visible""}","[""olive green pants"", ""loose fit trousers"", ""full length""]",,[],g4
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,Shoes,,Lifestyle Sneakers,Lifestyle Sneakers,Lifestyle Sneakers,,,[],"[""Yellow""]",Graphic,5,"{""pattern"": ""Graphic"", ""toe_style"": ""Round""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260116_0.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260116_0.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260116_0.jpg""}]",9694fc6c652670d9_4,2.0.0,Shoes,Lifestyle Sneakers,"{""color_family"": ""Yellow"", ""pattern"": ""Graphic"", ""toe_style"": ""Round""}",[],Lifestyle Sneakers,"{""overall"": 1.0}","[""yellow sneakers"", ""black stripes"", ""Onitsuka Tiger-like""]",,[],g5
instagram,HYPE STREET,2026-01,2526FW,39.cho,Men,ACC,,Other Accessory,Other Accessory,Other Accessory,,,"[""Metallic""]","[""Gray""]",,5,"{""material"": ""Metallic""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260122_9.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260122_9.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260122_9.jpg""}]",98dcd56132375d8c_5,2.0.0,Accessory,Other Accessory,"{""material"": ""Metallic"", ""color_family"": ""Gray""}","[""Y2K"", ""Grunge"", ""Biker""]",Other Accessory,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""silver chain"", ""wallet chain"", ""pants chain""]",,[],g6
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,Hat,,Baseball Cap,Baseball Cap,Baseball Cap,,,[],"[""Black""]",Lettering,5,"{""pattern"": ""Lettering""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_4.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_4.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_4.jpg""}]",dbd890d36d247689_0,2.0.0,Headwear,Baseball Cap,"{""pattern"": ""Lettering"", ""color_family"": ""Black""}",[],Baseball Cap,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""black cap"", ""white lettering""]",,[],g1
instagram,HYPE STREET,2026-02,2526FW,39.cho,Men,ACC,,Necklace,Necklace,Necklace,,,[],"[""Metallic""]",,5,{},10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/39.cho_20260209_4.jpg"", ""fullUrl"": """", ""filename"": ""39.cho_20260209_4.jpg"", ""account"": ""39.cho"", ""localPath"": ""Instagram_mlb_2526fw\\39.cho_20260209_4.jpg""}]",dbd890d36d247689_5,2.0.0,Accessory,Necklace,"{""color_family"": ""Metallic""}",[],Necklace,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Visible"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""silver chain"", ""worn around neck""]",,[],g6
instagram,HYPE STREET,2025-09,2526FW,ahspirin,Women,Shoes,,Chunky Boots,Chunky Boots,Chunky Boots,,,"[""Leather""]","[""Black""]",,5,"{""material"": ""Leather"", ""toe_style"": ""Round""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/ahspirin_20250902_5_161440.jpg"", ""fullUrl"": """", ""filename"": ""ahspirin_20250902_5_161440.jpg"", ""account"": ""ahspirin"", ""localPath"": ""Instagram_mlb_2526fw\\ahspirin_20250902_5_161440.jpg""}]",a44dfb4837241bf4_11,2.0.0,Shoes,Chunky Boots,"{""material"": ""Leather"", ""color_family"": ""Black"", ""toe_style"": ""Round""}",[],Chunky Boots,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""platform sole"", ""chelsea style""]",,[],s1
instagram,HYPE STREET,2025-09,2526FW,ahspirin,Women,Shoes,,Chelsea Boots,Chelsea Boots,Chelsea Boots,,,"[""Leather""]","[""Black""]",,5,"{""material"": ""Leather"", ""toe_style"": ""Round""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/ahspirin_20250902_5_161440.jpg"", ""fullUrl"": """", ""filename"": ""ahspirin_20250902_5_161440.jpg"", ""account"": ""ahspirin"", ""localPath"": ""Instagram_mlb_2526fw\\ahspirin_20250902_5_161440.jpg""}]",a44dfb4837241bf4_12,2.0.0,Shoes,Chelsea Boots,"{""material"": ""Leather"", ""color_family"": ""Black"", ""toe_style"": ""Round""}",[],Chelsea Boots,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""classic chelsea boots""]",,[],s2
instagram,HYPE STREET,2025-09,2526FW,ahspirin,Women,Top,Tank / Bra top,Tube Top,Tube Top,Tube Top,,,"[""Knit""]","[""Gray""]",,5,"{""fit"": ""Fitted"", ""material"": ""Knit"", ""sleeve_length"": ""Sleeveless"", ""body_length"": ""Regular"", ""shoulder_design"": ""Strapless""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/ahspirin_20250902_8.jpg"", ""fullUrl"": """", ""filename"": ""ahspirin_20250902_8.jpg"", ""account"": ""ahspirin"", ""localPath"": ""Instagram_mlb_2526fw\\ahspirin_20250902_8.jpg""}]",868c8913dcfe33b8_0,2.0.0,Top,Tube Top,"{""fit_ease"": ""Fitted"", ""material"": ""Knit"", ""fabric_structure"": ""Ribbed"", ""color_family"": ""Gray"", ""sleeve_length"": ""Sleeveless"", ""body_length"": ""Regular"", ""shoulder_design"": ""Strapless""}","[""minimalist"", ""strapless""]",Tube Top,"{""overall"": 1.0, ""shoulder_area"": ""Visible"", ""neckline"": ""Visible"", ""waistline"": ""Visible"", ""full_leg"": ""Not Observable"", ""hem"": ""Visible""}","[""gray top"", ""strapless"", ""knit"", ""ribbed""]",,[],g1
instagram,HYPE STREET,2025-09,2526FW,ahspirin,Women,ACC,,Necklace,Necklace,Necklace,,,"[""Other""]","[""Metallic""]",Solid,5,"{""material"": ""Other"", ""pattern"": ""Solid""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/ahspirin_20250904_10.jpg"", ""fullUrl"": """", ""filename"": ""ahspirin_20250904_10.jpg"", ""account"": ""ahspirin"", ""localPath"": ""Instagram_mlb_2526fw\\ahspirin_20250904_10.jpg""}]",b1fa2dc0a639451f_1,2.0.0,Accessory,Necklace,"{""material"": ""Other"", ""pattern"": ""Solid"", ""color_family"": ""Metallic""}",[],Necklace,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""silver necklace"", ""small pendant""]",,[],g2
instagram,HYPE STREET,2025-09,2526FW,ahspirin,Women,ACC,,Other Accessory,Other Accessory,Other Accessory,,,"[""Other""]","[""Metallic""]",Solid,5,"{""material"": ""Other"", ""pattern"": ""Solid""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/ahspirin_20250904_10.jpg"", ""fullUrl"": """", ""filename"": ""ahspirin_20250904_10.jpg"", ""account"": ""ahspirin"", ""localPath"": ""Instagram_mlb_2526fw\\ahspirin_20250904_10.jpg""}]",b1fa2dc0a639451f_2,2.0.0,Accessory,Other Accessory,"{""material"": ""Other"", ""pattern"": ""Solid"", ""color_family"": ""Metallic""}",[],Other Accessory,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""silver rings"", ""sculptural ring""]",,[],g3
instagram,HYPE STREET,2025-09,2526FW,ahspirin,Women,ACC,,Other Accessory,Other Accessory,Other Accessory,,,[],"[""Metallic""]",,5,{},10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/ahspirin_20250907_10.jpg"", ""fullUrl"": """", ""filename"": ""ahspirin_20250907_10.jpg"", ""account"": ""ahspirin"", ""localPath"": ""Instagram_mlb_2526fw\\ahspirin_20250907_10.jpg""}]",e5cd9512e26d0cf2_3,2.0.0,Accessory,Other Accessory,"{""color_family"": ""Metallic""}",[],Other Accessory,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""rings""]",,[],g4
instagram,HYPE STREET,2025-09,2526FW,ahspirin,Women,Top,Shirts / Blouse,Shirt,Shirt,Shirt,,,"[""Cotton""]","[""Multi""]",Plaid,5,"{""fit"": ""Relaxed"", ""material"": ""Cotton"", ""pattern"": ""Plaid"", ""sleeve_length"": ""Long"", ""collar"": ""Shirt Collar"", ""placket"": ""Full-button""}",9,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/ahspirin_20250908_10.jpg"", ""fullUrl"": """", ""filename"": ""ahspirin_20250908_10.jpg"", ""account"": ""ahspirin"", ""localPath"": ""Instagram_mlb_2526fw\\ahspirin_20250908_10.jpg""}]",e2d39d919ead013a_1,2.0.0,Top,Shirt,"{""fit_ease"": ""Relaxed"", ""material"": ""Cotton"", ""fabric_structure"": ""Woven"", ""pattern"": ""Plaid"", ""color_family"": ""Multi"", ""sleeve_length"": ""Long"", ""collar_style"": ""Shirt Collar"", ""placket_style"": ""Full-button""}",[],Shirt,"{""overall"": 0.9, ""shoulder_area"": ""Visible"", ""neckline"": ""Visible"", ""waistline"": ""Partially Visible"", ""full_leg"": ""Not Observable"", ""hem"": ""Partially Visible""}","[""plaid shirt"", ""flannel shirt"", ""blue and black plaid"", ""long sleeves rolled up""]",,[],g2
instagram,HYPE STREET,2025-09,2526FW,ahspirin,Women,Bag,Tote bag,Tote Bag,Bag,Bag,,,"[""Cotton""]","[""White""]",Graphic,5,"{""bag_type"": ""Tote"", ""bag_size"": ""Medium"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""North-South"", ""bag_geometry"": ""Rectangular"", ""bag_closure"": ""Open"", ""strap_style"": ""Top Handle"", ""bag_surface"": ""Plain"", ""material"": ""Cotton"", ""pattern"": ""Graphic"", ""carry_method"": [""Shoulder""]}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/ahspirin_20250908_10.jpg"", ""fullUrl"": """", ""filename"": ""ahspirin_20250908_10.jpg"", ""account"": ""ahspirin"", ""localPath"": ""Instagram_mlb_2526fw\\ahspirin_20250908_10.jpg""}]",e2d39d919ead013a_5,2.0.0,Bag,Bag,"{""bag_type"": ""Tote"", ""carry_methods"": [""Shoulder""], ""bag_size"": ""Medium"", ""bag_structure"": ""Soft-Slouchy"", ""bag_orientation"": ""North-South"", ""bag_geometry"": ""Rectangular"", ""bag_closure"": ""Open"", ""strap_style"": ""Top Handle"", ""bag_surface"": ""Plain"", ""material"": ""Cotton"", ""color_family"": ""White"", ""pattern"": ""Graphic""}",[],Tote Bag,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Not Observable"", ""hem"": ""Not Observable""}","[""white tote bag"", ""canvas bag"", ""shoulder bag"", ""graphic print""]",,[],g6
instagram,HYPE STREET,2025-09,2526FW,ahspirin,Women,Bottom,Pants,Wide Other Pants,Pants,Pants,,,"[""Other""]","[""Black""]",Solid,5,"{""fit"": ""Wide"", ""material"": ""Other"", ""surface_finish"": ""Distressed"", ""pattern"": ""Solid"", ""leg_shape"": ""Flare"", ""waist_rise"": ""Mid"", ""hem_length"": ""Full"", ""functional_style"": ""Basic"", ""hem_style"": ""Slit""}",10,100,"[{""thumbUrl"": ""https://raw.githubusercontent.com/consumerfnf-eng/sns_trend_intelligence/main/thumbs/ahspirin_20250910_15.jpg"", ""fullUrl"": """", ""filename"": ""ahspirin_20250910_15.jpg"", ""account"": ""ahspirin"", ""localPath"": ""Instagram_mlb_2526fw\\ahspirin_20250910_15.jpg""}]",b34b0c6633cc3b8d_1,2.0.0,Bottom,Pants,"{""fit_ease"": ""Regular"", ""material"": ""Other"", ""fabric_structure"": ""Woven"", ""surface_finish"": ""Distressed"", ""pattern"": ""Solid"", ""color_family"": ""Black"", ""leg_width"": ""Wide"", ""leg_shape_family"": ""Flared-leg"", ""leg_shape_term"": ""Flare"", ""rise"": ""Mid"", ""bottom_length"": ""Full"", ""functional_style"": ""Basic"", ""hem_style"": ""Slit""}",[],Wide Other Pants,"{""overall"": 1.0, ""shoulder_area"": ""Not Observable"", ""neckline"": ""Not Observable"", ""waistline"": ""Not Observable"", ""full_leg"": ""Visible"", ""hem"": ""Visible""}","[""black pants"", ""flared pants"", ""shredded hem"", ""distressed pants"", ""wide leg""]",,[],g2
